 41011	2002	100
 41013	2007	167
 41025	2002	103
 41051	2002	55
 41067	2007	225
 41007	2002	26
 41029	2007	400
 41035	2007	205
 41047	2007	487
 41009	2007	117
 41027	2007	39
 41069	2002	22
 41039	2002	533
 41029	2007	344
 41007	2002	39
 41065	2002	50
 41023	2002	64
 41023	2007	78
 41061	2007	254
 41045	2002	97
 41053	2002	233
 41051	2007	58
 41015	2002	32
 41051	2002	101
 41029	2002	401
 41041	2002	60
 41019	2002	268
 41025	2007	65
 41047	2002	451
 41065	2002	93
 41025	2002	83
 41007	2007	45
 41043	2007	274
 41017	2007	341
 41057	2007	10
 41047	2002	456
 41045	2002	322
 41009	2002	109
 41051	2007	66
 41005	2002	429
 41071	2002	351
 41001	2007	81
 41015	2002	9
 41021	2007	13
 41019	2007	282
 41031	2002	173
 41043	2007	559
 41021	2007	55
 41035	2007	294
 41039	2007	533
 41001	2002	94
 41041	2002	29
 41023	2007	58
 41071	2007	284
 41037	2007	52
 41019	2007	96
 41043	2002	147
 41003	2002	12
 41061	2002	283
 41041	2002	9
 41037	2002	16
 41061	2002	10
 41055	2007	18
 41001	2002	6
 41005	2002	429
 41061	2002	11
 41003	2007	34
 41001	2002	60
 41053	2007	156
 41003	2007	37
 41041	1997	53
 41003	2007	120
 41069	2002	10
 41017	1997	15
 41067	1997	20
 41005	2007	125
 41007	2007	10
 41011	2007	12
 41041	2007	22
 41053	1997	67
 41013	1997	23
 41033	1997	23
 41061	2002	28
 41037	2002	11
 41023	2007	27
 41039	2007	3,335
 41031	2002	30
 41055	2002	82
 41053	2002	24
 41043	1997	956
 41013	1997	35
 41029	2007	22
 41035	2007	1,207
 41067	2007	24
 41019	2007	35
 41063	2007	108
 41031	2007	55
 41027	2002	562
 41049	2007	10
 41005	2002	92
 41017	2007	16
 41005	2007	122
 41029	2007	38
 41067	1997	21
 41053	2007	20
 41057	2007	302
 41045	2002	208
 41029	1997	17
 41059	2002	1,648
 41067	2002	17
 41021	2007	45
 41011	2007	92
 41025	2002	524
 41041	2002	3
 41063	1997	41
 41067	2007	21
 41059	2007	10
 41065	2007	134
 41035	2007	515
 41067	2007	16
 41011	2002	21
 41013	2007	622
 41037	2007	26
 41047	1997	84
 41061	2007	19
 41005	2002	97
 41013	2007	2
 41021	2002	156
 41035	2002	102
 41009	2007	8
 41039	2007	57
 41017	2007	77
 41053	2007	319
 41003	2002	40
 41007	2002	18
 41071	2002	86
 41039	1997	626
 41031	1997	25
 41069	2007	6
 41007	2007	20
 41043	2007	919
 41019	2002	268
 41023	2007	119
 41011	2007	31
 41005	1997	22
 41047	2007	43
 41007	2002	1
 41017	2002	18
 41029	2002	20
 41063	2002	5
 41057	2002	8
 41025	2002	285
 41003	1997	26
 41041	2002	18
 41003	1997	41
 41039	1997	87
 41039	2007	95
 41059	2007	113
 41003	2007	12
 41057	2002	83
 41063	2002	221
 41021	1997	27
 41003	2002	4
 41069	1997	61
 41013	2002	1
 41037	2002	158
 41027	1997	18
 41015	2007	23
 41029	2007	147
 41049	2002	5
 41069	1997	25
 41057	1997	10
 41021	2002	43
 41063	2002	21
 41057	1997	26
 41059	2007	304
 41037	2002	70
 41033	2002	45
 41015	2002	2
 41001	2002	29
 41027	2007	327
 41007	1997	263
 41015	2007	3
 41053	2002	30
 41031	1997	88
 41005	2002	238
 41011	2002	72
 41067	2007	59
 41071	2007	24
 41067	1997	59
 41017	1997	8
 41063	2002	34
 41039	2007	241
 41007	2002	4
 41061	2002	43
 41027	1997	33
 41031	2002	29
 41047	2007	25
 41007	2002	7
 41017	2007	336
 41009	2007	6
 41053	1997	49
 41061	1997	52
 41033	2002	10
 41043	1997	87
 41003	2002	48
 41041	1997	372
 41005	2002	15
 41065	1997	144
 41009	1997	21
 41051	2002	26
 41023	1997	80
 41039	2007	26
 41025	2002	8
 41063	2002	18
 41041	2007	10
 41005	2002	4,676
 41009	2002	23
 41035	2002	53
 41059	2002	185
 41009	2007	5
 41043	2002	39
 41067	2002	67
 41053	2002	80
 41003	2002	14
 41051	2002	302
 41039	2007	1,149
 41039	2002	694
 41065	2007	27
 41053	2007	15
 41045	2002	101
 41007	2007	7
 41015	2007	8
 41045	2002	1,272
 41013	2002	74
 41043	2007	774
 41005	1997	232
 41047	1997	144
 41009	2002	3
 41049	1997	31
 41029	2007	34
 41051	1997	15
 41035	1997	118
 41039	2002	12
 41067	2002	191
 41019	2002	7
 41047	2007	484
 41011	2002	6
 41033	1997	751
 41005	2007	36
 41063	2007	16
 41049	2007	9
 41047	2007	123
 41009	2002	183
 41045	2002	5
 41031	1997	13
 41023	2002	214
 41059	2002	61
 41071	1997	75
 41021	2002	1
 41069	2007	41
 41003	2002	31
 41029	2002	122
 41051	2007	193
 41041	2007	14
 41003	2007	11
 41021	2002	20
 41053	2007	12
 41025	2007	6
 41045	2007	105
 41047	2007	83
 41063	2002	115
 41017	2007	8
 41001	1997	42
 41021	1997	103
 41023	2002	27
 41019	2002	2,110
 41057	1997	69
 41067	2002	94
 41057	2002	32
 41027	1997	72
 41071	2007	179
 41047	2002	57
 41059	1997	466
 41043	2007	100
 41031	2007	70
 41071	2007	496
 41025	2007	298
 41011	1997	61
 41047	1997	141
 41035	2007	124
 41067	2002	65
 41013	2007	32
 41039	2007	58
 41007	2007	4
 41023	2002	394
 41057	2002	21
 41015	2007	15
 41041	2002	53
 41061	1997	54
 41047	1997	12
 41001	1997	759
 41051	2007	3
 41061	2007	26
 41051	2007	87
 41049	2007	4
 41065	2002	28
 41067	2002	272
 41009	2002	4
 41019	2002	140
 41059	1997	453
 41033	2002	1
 41013	1997	25
 41053	2007	49
 41067	2002	65
 41017	2002	1,632
 41063	2007	54
 41053	2002	102
 41055	2002	2
 41001	1997	71
 41033	2007	12
 41033	2007	4
 41011	2002	6
 41035	2002	182
 41017	2002	19
 41011	2007	28
 41001	2007	140
 41007	2007	23
 41023	2007	40
 41003	2002	9
 41047	2007	59
 41047	2002	187
 41013	2002	18
 41017	2007	1
 41053	2007	17
 41005	2007	429
 41011	2002	246
 41067	1997	1,960
 41055	2007	66
 41045	2007	125
 41065	2002	93
 41057	2002	8
 41007	2002	4
 41063	2002	4
 41067	2002	1
 41009	1997	851
 41067	2002	206
 41031	2002	32
 41033	2002	15
 41063	2002	52
 41035	1997	68
 41035	2007	101
 41069	2007	1
 41065	2007	48
 41069	2002	4
 41069	1997	5
 41063	2007	15
 41025	2007	39
 41013	2007	22
 41011	2007	17
 41009	2007	73
 41067	2007	295
 41019	2002	45
 41009	2002	24
 41043	1997	134
 41045	2002	6
 41071	1997	30
 41001	2002	1
 41061	1997	34
 41067	2007	716
 41065	2002	136
 41071	2007	34
 41011	2002	64
 41045	2007	157
 41065	2002	75
 41053	1997	596
 41019	2007	74
 41003	2007	201
 41065	2002	47
 41013	1997	596
 41067	1997	38
 41021	2002	100
 41043	2002	54
 41013	2007	4
 41033	2007	28
 41021	2002	3
 41025	2002	1
 41011	2007	64
 41013	2007	167
 41069	1997	179
 41047	2002	451
 41025	2002	103
 41025	2002	30
 41009	2007	41
 41023	2002	58
 41011	2002	52
 41061	2002	55
 41041	2002	374
 41061	1997	117
 41057	2002	6
 41025	2002	8
 41037	2002	18
 41035	2002	37
 41047	2002	48
 41051	2002	259
 41037	2007	199
 41067	2002	206
 41061	2002	993
 41041	2002	29
 41057	2007	35
 41037	2002	72
 41067	2007	600
 41001	2002	44
 41031	1997	456
 41053	2002	16
 41053	2007	80
 41063	2002	25
 41065	2007	103
 41043	2002	536
 41023	2002	7
 41031	2002	48
 41047	1997	184
 41031	2007	1
 41045	2002	50
 41037	1997	63
 41055	2007	208
 41057	2007	61
 41061	2002	41
 41045	2007	52
 41057	2002	24
 41069	2002	33
 41063	1997	76
 41059	2002	150
 41053	2007	1,252
 41035	2007	81
 41053	2002	233
 41013	2002	241
 41055	1997	80
 41055	2002	30
 41063	2007	51
 41067	2007	105
 41007	2007	31
 41029	2007	400
 41045	1997	1,320
 41049	2002	11
 41019	2002	87
 41005	2002	39
 41043	2002	165
 41003	2007	7
 41037	2007	5
 41009	2007	25
 41017	2002	11
 41033	2007	30
 41013	2002	34
 41061	2007	52
 41003	2002	197
 41043	2002	35
 41049	2002	99
 41009	2007	162
 41001	2007	85
 41061	2002	167
 41035	2007	316
 41067	2002	804
 41039	2002	142
 41003	2002	4
 41051	2002	12
 41051	2002	4
 41001	2007	17
 41005	2007	202
 41003	2002	137
 41039	1997	53
 41007	2007	61
 41017	2002	46
 41005	2007	543
 41009	2007	177
 41035	2007	25
 41065	2007	41
 41055	2007	3
 41063	2007	57
 41057	2002	28
 41011	2002	13
 41051	2002	22
 41049	2007	46
 41015	2002	17
 41035	2007	198
 41003	2007	24
 41027	2007	37
 41023	1997	18
 41049	2002	1
 41065	1997	55
 41071	1997	38
 41003	2002	148
 41045	2007	293
 41005	1997	46
 41013	2002	147
 41033	2002	33
 41039	2007	108
 41047	2007	42
 41059	1997	204
 41017	2007	16
 41035	2007	41
 41019	2007	23
 41021	2002	42
 41023	2002	4
 41061	2007	29
 41057	2007	12
 41019	2007	50
 41031	2002	59
 41005	1997	132
 41019	1997	114
 41043	2002	155
 41013	2007	16
 41057	1997	86
 41035	2007	49
 41047	2002	147
 41037	2007	23
 41055	2007	7
 41039	1997	1,070
 41031	2007	185
 41035	2002	66
 41011	1997	95
 41063	1997	114
 41065	1997	49
 41023	2007	65
 41009	1997	3
 41061	2002	78
 41065	2007	50
 41021	2007	21
 41041	2002	12
 41005	2002	896
 41017	2002	65
 41003	2007	13
 41039	2007	61
 41067	2007	20
 41039	2007	46
 41053	2007	306
 41059	2007	127
 41051	1997	1
 41005	2007	17
 41033	2007	22
 41041	2007	67
 41063	1997	28
 41007	2002	99
 41007	2002	7
 41067	2007	57
 41007	2007	6
 41061	2002	283
 41041	2002	187
 41019	1997	825
 41053	1997	16
 41019	2002	81
 41063	2002	97
 41033	2002	153
 41031	2007	17
 41001	2002	13
 41055	2002	8
 41017	2007	9
 41011	2007	67
 41029	2002	99
 41033	2007	675
 41053	2007	32
 41029	1997	536
 41053	1997	96
 41041	2007	22
 41055	1997	2
 41033	1997	20
 41019	2002	77
 41045	2002	62
 41063	2002	48
 41015	2002	22
 41053	2002	58
 41015	2007	4
 41049	2002	375
 41019	2002	151
 41049	2002	76
 41049	2007	117
 41027	2007	205
 41003	1997	6
 41001	2007	688
 41013	2002	6
 41027	2007	19
 41013	2007	7
 41059	2002	99
 41057	2007	34
 41047	2002	1,030
 41005	2002	154
 41021	1997	4
 41009	1997	13
 41067	2007	34
 41009	2007	32
 41057	2002	3
 41011	2002	255
 41071	2002	27
 41043	2007	559
 41045	2007	40
 41047	2002	17
 41021	2007	20
 41035	2007	294
 41049	2007	50
 41025	1997	57
 41069	2007	80
 41051	2002	43
 41071	2002	28
 41051	2002	92
 41027	2007	4
 41001	2002	88
 41019	2007	2,095
 41045	2002	353
 41071	2007	51
 41045	2007	8
 41023	2007	37
 41057	2007	3
 41051	2007	2
 41047	2002	39
 41031	1997	33
 41039	1997	22
 41021	2002	7
 41025	2007	3
 41055	2007	4
 41015	2007	12
 41009	1997	27
 41047	2002	104
 41059	2002	51
 41071	2007	118
 41013	2007	10
 41049	2007	5
 41003	2007	17
 41035	2007	31
 41069	1997	1
 41061	2002	59
 41063	1997	61
 41043	2007	11
 41037	2002	94
 41065	2007	133
 41065	2007	15
 41071	2007	471
 41019	2007	118
 41037	2007	417
 41067	2002	1,900
 41045	2002	131
 41045	1997	44
 41009	2002	186
 41051	2002	5
 41033	2002	1
 41045	2002	110
 41019	2002	29
 41007	1997	30
 41035	2002	14
 41029	2007	1,976
 41027	2007	35
 41019	2002	140
 41021	2002	81
 41001	1997	57
 41059	2007	10
 41041	2007	159
 41059	2007	525
 41041	2007	34
 41061	2007	115
 41005	2007	12
 41047	2007	628
 41053	2007	293
 41043	2002	156
 41015	2007	1
 41045	2002	58
 41005	2002	29
 41021	2007	1
 41003	1997	55
 41063	2007	70
 41001	2002	108
 41041	2002	9
 41045	2007	101
 41051	2002	55
 41043	2007	30
 41043	2007	57
 41019	2002	130
 41067	2002	22
 41063	2002	44
 41017	2007	16
 41035	2002	118
 41007	1997	106
 41015	1997	5
 41029	2002	172
 41011	2002	24
 41019	2002	274
 41037	2002	17
 41037	2002	158
 41059	2002	303
 41013	1997	21
 41001	2002	7
 41063	2007	22
 41051	2007	14
 41067	2002	56
 41047	2007	1,031
 41071	2002	351
 41019	2002	309
 41021	2007	86
 41027	1997	13
 41031	2007	33
 41031	1997	31
 41017	2007	758
 41055	1997	21
 41035	2007	5
 41019	2007	79
 41009	2002	10
 41041	2007	62
 41007	2002	26
 41049	2007	1
 41007	2007	1
 41021	2007	1
 41063	1997	46
 41027	2002	8
 41017	2002	40
 41025	2002	1
 41015	1997	14
 41007	2007	20
 41025	2007	128
 41037	2002	61
 41063	2007	113
 41033	1997	42
 41047	1997	156
 41027	2002	11
 41037	2007	12
 41009	2007	22
 41005	1997	4
 41063	2002	30
 41029	2002	12
 41031	2002	108
 41035	2002	500
 41025	1997	81
 41031	2007	9
 41055	2007	9
 41011	1997	780
 41005	2002	156
 41037	1997	10
 41029	2002	44
 41017	2002	20
 41049	2007	11
 41025	2002	18
 41007	1997	20
 41031	1997	47
 41019	1997	363
 41039	2002	151
 41023	1997	106
 41057	2002	7
 41027	2007	3
 41037	2007	3
 41059	2002	17
 41005	1997	4,485
 41019	2007	907
 41035	2002	221
 41059	2002	19
 41051	2002	15
 41037	1997	52
 41049	2002	39
 41069	2002	7
 41049	2007	117
 41031	2002	118
 41047	2002	46
 41005	1997	236
 41007	1997	5
 41001	2007	8
 41045	2002	71
 41021	2002	14
 41063	2007	3
 41017	1997	41
 41069	2002	89
 41007	2002	8
 41001	2007	67
 41059	2007	94
 41063	2002	7
 41059	2002	95
 41069	2002	12
 41045	2007	348
 41007	2002	248
 41015	1997	43
 41063	1997	18
 41047	2002	33
 41015	2007	16
 41039	2007	184
 41049	2002	8
 41041	2007	2
 41033	1997	47
 41029	2007	49
 41029	2002	34
 41051	2007	241
 41023	2007	12
 41057	2002	146
 41071	2002	503
 41055	2002	13
 41047	2002	612
 41011	2002	748
 41043	2007	86
 41071	2002	8
 41027	2007	4
 41015	2002	8
 41061	1997	56
 41045	2007	100
 41025	2002	89
 41041	1997	165
 41067	1997	1
 41013	2002	147
 41071	2007	1,012
 41047	2002	50
 41005	2007	349
 41067	2007	24
 41071	1997	2,175
 41043	2002	55
 41019	2002	40
 41023	1997	39
 41021	2002	3
 41023	2002	79
 41001	1997	40
 41045	2002	135
 41043	2002	536
 41005	2002	88
 41003	2007	129
 41023	2007	85
 41067	2002	51
 41029	1997	42
 41051	1997	5
 41059	2002	57
 41057	2002	13
 41067	2007	97
 41063	2007	63
 41047	2007	36
 41063	2007	140
 41023	1997	49
 41029	2002	58
 41045	2002	27
 41017	2007	59
 41027	1997	246
 41065	2007	98
 41061	2002	3
 41021	2007	55
 41031	2007	2
 41053	2002	249
 41037	2002	33
 41017	1997	63
 41057	2007	32
 41027	2002	74
 41001	2002	161
 41003	2002	65
 41023	2002	18
 41065	2002	4
 41071	1997	158
 41047	2007	34
 41061	1997	63
 41003	2002	52
 41021	2002	3
 41069	1997	4
 41029	2007	564
 41045	2002	307
 41055	2002	25
 41055	2002	2
 41065	2007	2
 41045	1997	77
 41041	1997	23
 41069	2007	2
 41033	2002	117
 41043	1997	57
 41043	2002	84
 41045	2002	516
 41015	2002	9
 41049	2002	6
 41035	2007	43
 41007	2007	4
 41025	2007	48
 41049	2007	6
 41039	2007	82
 41025	2002	15
 41005	2002	2,186
 41031	2007	185
 41021	1997	3
 41007	2007	6
 41039	2002	665
 41039	2002	484
 41059	2007	35
 41005	1997	71
 41053	2002	35
 41015	2007	10
 41067	1997	56
 41003	2007	28
 41017	2002	20
 41071	2002	1,105
 41005	2007	3,989
 41061	2002	16
 41007	1997	26
 41039	2002	392
 41035	1997	179
 41011	1997	42
 41041	1997	25
 41043	2002	664
 41039	1997	2,512
 41037	2007	79
 41065	1997	542
 41005	2007	1,117
 41005	2002	88
 41023	2002	1
 41045	2002	65
 41069	2002	22
 41023	2002	2
 41027	2002	157
 41033	2007	2
 41061	2002	128
 41029	2002	532
 41039	2007	3
 41041	2002	19
 41057	2007	27
 41023	2007	398
 41055	2007	4
 41059	2002	468
 41013	2007	67
 41031	1997	20
 41055	2002	56
 41021	2002	19
 41007	2007	31
 41005	2002	1,659
 41043	2002	2,346
 41011	1997	17
 41069	2007	51
 41061	2007	12
 41043	1997	32
 41059	2002	243
 41033	2002	339
 41029	2007	168
 41067	1997	100
 41063	1997	22
 41005	2007	966
 41037	1997	64
 41017	2012	3
 41029	2012	31
 41039	2012	38
 41051	2012	14
 41063	2012	1
 41027	2012	3
 41065	2012	1
 41069	2012	1
 41001	2007	46
 41009	1997	389
 41017	2002	240
 41037	1997	86
 41057	1997	354
 41033	2002	28
 41017	2002	1
 41039	2002	104
 41001	2002	19
 41051	1997	6
 41027	1997	175
 41065	1997	44
 41009	2002	368
 41067	2002	487
 41029	2002	41
 41017	2007	56
 41007	1997	31
 41021	2007	1
 41067	2007	391
 41063	2007	140
 41071	2007	136
 41057	2007	1
 41045	2002	168
 41015	2002	22
 41051	2002	21
 41017	2007	17
 41047	2002	142
 41009	2002	878
 41007	2002	128
 41043	2007	77
 41071	2007	57
 41029	2002	370
 41035	1997	1,205
 41015	2007	13
 41033	2007	68
 41063	2002	138
 41057	2007	84
 41041	2002	7
 41067	2007	40
 41013	2007	12
 41007	2002	11
 41029	2007	62
 41051	2002	710
 41005	2002	12
 41061	2002	323
 41051	2007	14
 41047	2002	143
 41029	2007	677
 41007	2002	7
 41011	2007	28
 41037	2002	12
 41001	2007	5
 41011	2002	15
 41071	2002	56
 41063	1997	21
 41051	2002	17
 41039	2007	286
 41027	2007	12
 41045	2007	69
 41047	2002	52
 41055	2002	56
 41021	2007	43
 41033	2007	41
 41071	2007	31
 41025	2002	16
 41043	1997	172
 41043	2002	25
 41005	2002	401
 41071	2002	69
 41019	1997	42
 41019	2002	37
 41049	2002	31
 41051	2007	2
 41051	2002	1
 41035	1997	297
 41011	2002	52
 41033	1997	30
 41043	1997	105
 41043	2002	96
 41003	2002	277
 41041	2002	18
 41061	1997	293
 41029	2002	45
 41023	2002	3
 41033	2002	33
 41049	1997	60
 41003	2002	20
 41055	2002	2
 41049	2007	36
 41025	2007	22
 41027	2002	54
 41005	2007	1,502
 41013	2002	6
 41065	2002	123
 41049	2007	6
 41051	2007	30
 41011	2002	146
 41059	2007	234
 41011	2007	25
 41069	2007	8
 41013	2002	6
 41001	2002	26
 41023	2007	2
 41051	2002	17
 41011	1997	16
 41065	2007	134
 41009	1997	180
 41005	2007	89
 41015	2007	8
 41051	1997	18
 41017	1997	15
 41059	1997	1,764
 41051	1997	26
 41071	2002	614
 41045	2007	214
 41067	2007	11
 41057	1997	28
 41003	1997	353
 41059	1997	28
 41045	2007	57
 41023	2002	39
 41015	2002	68
 41039	2002	145
 41043	1997	38
 41071	2002	26
 41041	2002	10
 41055	2007	23
 41059	2007	82
 41049	2007	185
 41055	1997	41
 41003	2007	153
 41031	2007	28
 41031	2007	9
 41051	2002	1
 41031	2007	10
 41031	1997	24
 41061	1997	93
 41021	2007	19
 41001	2002	132
 41045	2007	35
 41015	1997	12
 41031	2007	13
 41057	2007	121
 41061	2007	14
 41001	2002	76
 41063	2007	1
 41017	2007	477
 41013	2002	62
 41009	1997	13
 41045	1997	156
 41005	2007	6
 41027	2007	39
 41035	2007	334
 41067	2007	232
 41033	2002	6
 41011	2002	23
 41029	2002	633
 41003	1997	27
 41059	1997	124
 41059	2007	70
 41059	2002	19
 41069	2007	2
 41033	2007	18
 41071	2002	102
 41005	2007	1,773
 41005	2012	118
 41037	2012	3
 41065	2012	10
 41023	2012	3
 41035	2012	48
 41059	2012	157
 41061	2012	111
 41015	1997	23
 41065	1997	84
 41047	2007	195
 41009	2007	396
 41051	2007	10
 41031	2002	173
 41057	1997	8
 41071	2002	239
 41017	2002	487
 41009	2007	2
 41011	2002	4
 41035	2002	11
 41063	2002	71
 41061	2007	125
 41069	2007	3
 41003	1997	17
 41027	1997	612
 41017	2007	35
 41011	2007	6
 41057	1997	37
 41007	2007	1
 41019	2007	194
 41025	2002	55
 41011	1997	48
 41021	1997	6
 41025	2007	68
 41069	2007	10
 41013	2002	300
 41017	1997	6
 41047	1997	843
 41057	2007	8
 41005	2002	195
 41037	2007	141
 41001	2002	143
 41013	2002	91
 41029	2002	12
 41015	2007	21
 41029	2007	134
 41021	2002	42
 41037	2007	111
 41011	2007	746
 41071	1997	66
 41043	2007	30
 41049	1997	40
 41051	1997	3
 41063	2002	98
 41049	2002	14
 41007	2002	20
 41029	2007	810
 41029	2007	72
 41053	1997	262
 41039	2002	2,577
 41023	2002	42
 41061	2007	317
 41047	2002	152
 41071	2007	38
 41033	2007	301
 41003	2007	17
 41069	1997	14
 41027	2007	9
 41059	2002	60
 41045	1997	288
 41039	2007	48
